,Location,Area,Bed,Bath,Price
1695,"Bashundhara R-A, Dhaka","2,500 sqft",4,5,55 Thousand
1696,"Gulshan 1, Gulshan, Dhaka","2,400 sqft",3,3,70 Thousand
1697,"Middle Monipur, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
1698,"Block D, Bashundhara R-A, Dhaka","1,776 sqft",3,4,30 Thousand
1699,"Dhanmondi, Dhaka","3,500 sqft",4,4,1 Lakh
1700,"Sector 12, Uttara, Dhaka","1,450 sqft",3,4,25 Thousand
1701,"Baridhara, Dhaka","2,300 sqft",3,3,75 Thousand
1702,"Sector 12, Uttara, Dhaka","1,600 sqft",3,3,30 Thousand
1703,"Gulshan 2, Gulshan, Dhaka","2,300 sqft",4,4,60 Thousand
1704,"Block D, Section 10, Mirpur, Dhaka",650 sqft,2,1,8.5 Thousand
1705,"Block B, Bashundhara R-A, Dhaka","1,620 sqft",3,4,30 Thousand
1706,"Block C, Bashundhara R-A, Dhaka","1,868 sqft",3,4,35 Thousand
1707,"Azimpur, Lalbagh, Dhaka","1,000 sqft",3,2,15 Thousand
1708,"Block D Extension, Banasree, Dhaka","1,700 sqft",4,4,35 Thousand
1709,"Block D Extension, Banasree, Dhaka","1,600 sqft",4,4,35 Thousand
1710,"Kawlar Moddho Para, Kawlar, Dakshin Khan, Dhaka",800 sqft,2,2,9.5 Thousand
1711,"Sector 10, Uttara, Dhaka","1,900 sqft",3,4,40 Thousand
1712,"Block F, Bashundhara R-A, Dhaka","1,800 sqft",3,4,30 Thousand
1713,"Gulshan 2, Gulshan, Dhaka","2,000 sqft",3,3,90 Thousand
1714,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,26 Thousand
1715,"Banani, Dhaka","2,565 sqft",4,4,1 Lakh
1716,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,100 sqft",3,2,23 Thousand
1717,"Kafrul, Dhaka",850 sqft,3,3,20 Thousand
1718,"Gulshan 2, Gulshan, Dhaka","3,200 sqft",4,4,1.2 Lakh
1719,"Gulshan 1, Gulshan, Dhaka","2,250 sqft",3,3,55 Thousand
1720,"Block A, Bashundhara R-A, Dhaka","2,300 sqft",3,4,40 Thousand
1721,"Sector 7, Uttara, Dhaka","2,200 sqft",3,3,80 Thousand
1722,"Gulshan 1, Gulshan, Dhaka","3,500 sqft",4,4,2.5 Lakh
1723,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,100 sqft",3,3,25 Thousand
1724,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",600 sqft,2,1,8 Thousand
1725,"Road No 17, Sector 12, Uttara, Dhaka","1,535 sqft",3,3,30 Thousand
1726,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,40 Thousand
1727,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1728,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,40 Thousand
1729,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,35 Thousand
1730,"Block B, Section 10, Mirpur, Dhaka","1,250 sqft",3,3,25 Thousand
1731,"Sector 3, Uttara, Dhaka","2,000 sqft",4,3,30 Thousand
1732,"Block F, Bashundhara R-A, Dhaka","2,000 sqft",3,3,29 Thousand
1733,"Banani, Dhaka","2,800 sqft",4,5,95 Thousand
1734,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,4,40 Thousand
1735,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,40 Thousand
1736,"Block K, Baridhara, Dhaka","1,921 sqft",3,3,1.2 Lakh
1737,"Block K, Baridhara, Dhaka","2,750 sqft",3,3,1.4 Lakh
1738,"Block B, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
1739,"Sector 14, Uttara, Dhaka","2,165 sqft",3,4,70 Thousand
1740,"Eskaton, Dhaka","1,730 sqft",3,3,40 Thousand
1741,"Eskaton, Dhaka","2,000 sqft",3,3,50 Thousand
1742,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1743,"Mirpur, Dhaka",850 sqft,2,2,10 Thousand
1744,"Mirpur, Dhaka",750 sqft,2,1,7 Thousand
1745,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,27 Thousand
1746,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,25 Thousand
1747,"Block D, Bashundhara R-A, Dhaka","2,100 sqft",3,3,42 Thousand
1748,"Block C, Bashundhara R-A, Dhaka","3,536 sqft",4,5,79 Thousand
1749,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka","1,440 sqft",3,4,20 Thousand
1750,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
1751,"Block G, Bashundhara R-A, Dhaka","1,400 sqft",3,3,28 Thousand
1752,"Section 10, Mirpur, Dhaka","1,300 sqft",3,3,25 Thousand
1753,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,4,90 Thousand
1754,"Block B, Bashundhara R-A, Dhaka","1,950 sqft",3,4,30 Thousand
1755,"Malibagh Chowdhury Para, Malibagh, Dhaka","1,400 sqft",3,3,22 Thousand
1756,"Block K, Baridhara, Dhaka","3,000 sqft",3,3,1.5 Lakh
1757,"Block A, Bashundhara R-A, Dhaka","1,800 sqft",3,4,50 Thousand
1758,"Monipuripara, Tejgaon, Dhaka","2,200 sqft",4,4,60 Thousand
1759,"Block E, South Banasree Project, Banasree, Dhaka",780 sqft,2,2,13 Thousand
1760,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,25 Thousand
1761,"Sector 12, Uttara, Dhaka",950 sqft,3,2,20 Thousand
1762,"Banani, Dhaka","1,700 sqft",3,4,55 Thousand
1763,"Dhanmondi, Dhaka","2,642 sqft",3,4,50 Thousand
1764,"Gulshan 1, Gulshan, Dhaka","2,750 sqft",4,4,90 Thousand
1765,"PC Culture Housing, Mohammadpur, Dhaka",850 sqft,2,2,17 Thousand
1766,"Block E, Bashundhara R-A, Dhaka","1,530 sqft",3,4,25 Thousand
1767,"Mirpur, Dhaka",600 sqft,2,1,10 Thousand
1768,"Baridhara, Dhaka","1,524 sqft",3,3,1 Lakh
1769,"Baridhara, Dhaka","1,524 sqft",3,3,1 Lakh
1770,"Sector 12, Uttara, Dhaka","1,700 sqft",3,3,35 Thousand
1771,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1772,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1773,"Block A, Bashundhara R-A, Dhaka","2,000 sqft",3,3,45 Thousand
1774,"Sector 14, Uttara, Dhaka","1,800 sqft",3,4,30 Thousand
1775,"Block D, Bashundhara R-A, Dhaka","2,650 sqft",6,5,70 Thousand
1776,"Sector 10, Uttara, Dhaka","1,680 sqft",3,3,25 Thousand
1777,"Banani, Dhaka","1,300 sqft",2,3,40 Thousand
1778,"Sector 10, Uttara, Dhaka","1,900 sqft",3,4,50 Thousand
1779,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,35 Thousand
1780,"Block C, Bashundhara R-A, Dhaka","3,536 sqft",4,4,79 Thousand
1781,"Sector 5, Uttara, Dhaka","1,100 sqft",2,2,45 Thousand
1782,"Block B, Bashundhara R-A, Dhaka","2,050 sqft",3,4,35 Thousand
1783,"Block F, Bashundhara R-A, Dhaka","2,000 sqft",4,4,50 Thousand
1784,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1785,"Block A, Section 11, Mirpur, Dhaka","1,057 sqft",3,2,18 Thousand
1786,"Block A, Section 11, Mirpur, Dhaka","1,057 sqft",3,2,18 Thousand
1787,"Block A, Section 11, Mirpur, Dhaka","1,057 sqft",3,2,18 Thousand
1788,"Sector 3, Uttara, Dhaka","1,650 sqft",3,3,35 Thousand
1789,"Mirpur, Dhaka",900 sqft,2,2,12 Thousand
1790,"Banani, Dhaka","2,600 sqft",3,5,1.2 Lakh
1791,"Mohammadpur, Dhaka","1,300 sqft",3,3,35 Thousand
1792,"Block F, Bashundhara R-A, Dhaka","2,200 sqft",4,4,40 Thousand
1793,"Mohammadpur, Dhaka","1,750 sqft",3,4,45 Thousand
1794,"Malibagh Chowdhury Para, Malibagh, Dhaka","1,400 sqft",3,3,22 Thousand
1795,"Gulshan 2, Gulshan, Dhaka","2,700 sqft",4,4,1.4 Lakh
1796,"Gulshan 1, Gulshan, Dhaka","3,680 sqft",3,4,2 Lakh
1797,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1798,"Sector 5, Uttara, Dhaka","2,150 sqft",3,3,50 Thousand
1799,"Kallyanpur, Mirpur, Dhaka","1,500 sqft",3,3,17 Thousand
1800,"Nurer Chala, Badda, Dhaka",800 sqft,2,2,18.63 Thousand
1801,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,050 sqft",3,2,15 Thousand
1802,"Baridhara, Dhaka","4,138 sqft",4,4,1.9 Lakh
1803,"Banani, Dhaka","2,000 sqft",3,4,60 Thousand
1804,"Dhanmondi, Dhaka","1,800 sqft",3,4,35 Thousand
1805,"Lalmatia, Dhaka","2,000 sqft",3,3,65 Thousand
1806,"Sector 1, Uttara, Dhaka","3,000 sqft",3,4,50 Thousand
1807,"Block I Extension, Bashundhara R-A, Dhaka","2,420 sqft",3,4,45 Thousand
1808,"Block F, Bashundhara R-A, Dhaka","2,359 sqft",4,3,55 Thousand
1809,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1810,"Mirpur, Dhaka","1,425 sqft",3,4,20 Thousand
1811,"East Kazipara, Mirpur, Dhaka",700 sqft,2,2,11 Thousand
1812,"Gulshan 2, Gulshan, Dhaka","2,100 sqft",4,4,1 Lakh
1813,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1814,"Block A, Bashundhara R-A, Dhaka","1,350 sqft",3,3,25 Thousand
1815,"Sector 12, Uttara, Dhaka",850 sqft,2,2,30 Thousand
1816,"Kajla, Jatra Bari, Dhaka","1,000 sqft",3,2,15 Thousand
1817,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",600 sqft,2,1,8 Thousand
1818,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",900 sqft,2,3,16 Thousand
1819,"Shiddheswari, Dhaka","3,200 sqft",5,5,1 Lakh
1820,"Block I, Bashundhara R-A, Dhaka","1,800 sqft",3,4,35 Thousand
1821,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,60 Thousand
1822,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,40 Thousand
1823,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,35 Thousand
1824,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,40 Thousand
1825,"Gulshan 2, Gulshan, Dhaka","4,350 sqft",4,5,3.2 Lakh
1826,"Sector 5, Uttara, Dhaka","1,600 sqft",3,3,40 Thousand
1827,"Sector 5, Uttara, Dhaka","1,600 sqft",3,3,40 Thousand
1828,"Sector 5, Uttara, Dhaka","1,600 sqft",3,3,40 Thousand
1829,"Section 2, Mirpur, Dhaka","1,400 sqft",3,3,25 Thousand
1830,"Block C, South Banasree Project, Banasree, Dhaka",800 sqft,2,2,11 Thousand
1831,"Block G, Bashundhara R-A, Dhaka","1,750 sqft",3,4,30 Thousand
1832,"Block A, Aftab Nagar, Dhaka","1,000 sqft",2,2,15 Thousand
1833,"Block A, Bashundhara R-A, Dhaka","2,400 sqft",3,4,35 Thousand
1834,"Block A, Bashundhara R-A, Dhaka","2,400 sqft",4,5,35 Thousand
1835,"Gulshan 1, Gulshan, Dhaka","2,400 sqft",3,3,1 Lakh
1836,"Block I, Bashundhara R-A, Dhaka","3,300 sqft",3,4,1.5 Lakh
1837,"Block D, Bashundhara R-A, Dhaka","1,650 sqft",3,3,35 Thousand
1838,"Sector 12, Uttara, Dhaka",900 sqft,2,2,18 Thousand
1839,"Sector 4, Uttara, Dhaka","1,500 sqft",3,3,32 Thousand
1840,"Block D, Section 10, Mirpur, Dhaka",600 sqft,2,1,8 Thousand
1841,"Jigatola, Hazaribag, Dhaka","1,600 sqft",3,3,28 Thousand
1842,"Block F, Bashundhara R-A, Dhaka",900 sqft,2,2,20 Thousand
1843,"Sector 7, Uttara, Dhaka","1,750 sqft",3,4,55 Thousand
1844,"Block K, Baridhara, Dhaka","3,000 sqft",3,4,1.2 Lakh
1845,"Lalmatia, Dhaka","2,110 sqft",3,3,60 Thousand
1846,"Sector 11, Uttara, Dhaka","1,800 sqft",3,4,50 Thousand
1847,"Banani, Dhaka","2,400 sqft",3,4,70 Thousand
1848,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1849,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1850,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1851,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1852,"Block B, Bashundhara R-A, Dhaka","2,500 sqft",3,3,80 Thousand
1853,"Block A, Bashundhara R-A, Dhaka","1,250 sqft",3,3,25 Thousand
1854,"East Badda, Badda, Dhaka","1,200 sqft",3,3,20 Thousand
1855,"1st Colony, Mirpur, Dhaka","1,200 sqft",3,3,16 Thousand
1856,"Sector 3, Uttara, Dhaka","1,650 sqft",3,3,35 Thousand
1857,"Dhanmondi, Dhaka","2,700 sqft",3,4,90 Thousand
1858,"Sector 12, Uttara, Dhaka",900 sqft,2,2,18 Thousand
1859,"Kamal Sarani, South Pirerbag, Pirerbag, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
1860,"Kajla, Jatra Bari, Dhaka",800 sqft,3,2,15 Thousand
1861,"Block J, Bashundhara R-A, Dhaka","1,250 sqft",3,3,20 Thousand
1862,"Nayatola, Maghbazar, Dhaka",550 sqft,2,2,13 Thousand
1863,"Block D, Bashundhara R-A, Dhaka","1,776 sqft",3,3,30 Thousand
1864,"Hatirpool, Dhaka","1,250 sqft",2,3,35 Thousand
1865,"Mirpur, Dhaka",800 sqft,2,1,10 Thousand
1866,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
1867,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,100 sqft",3,3,35 Thousand
1868,"Sector 10, Uttara, Dhaka","1,650 sqft",3,3,25 Thousand
1869,"Sector 11, Uttara, Dhaka","1,800 sqft",3,4,50 Thousand
1870,"Block F, Bashundhara R-A, Dhaka","2,500 sqft",4,4,45 Thousand
1871,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",750 sqft,3,2,12.5 Thousand
1872,"Baridhara, Dhaka","5,500 sqft",4,5,3.5 Lakh
1873,"Baridhara, Dhaka","3,750 sqft",4,4,3 Lakh
1874,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1875,"Kajla, Jatra Bari, Dhaka",800 sqft,3,2,15 Thousand
1876,"Sector 9, Uttara, Dhaka","1,300 sqft",3,3,35 Thousand
1877,"Sector 9, Uttara, Dhaka","1,300 sqft",2,2,40 Thousand
1878,"Kafrul, Dhaka",580 sqft,2,1,9.5 Thousand
1879,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1880,"Sector 4, Uttara, Dhaka","2,200 sqft",3,4,60 Thousand
1881,"Road No 12, Sector 4, Uttara, Dhaka","2,058 sqft",3,4,50 Thousand
1882,"Sector 10, Uttara, Dhaka","1,400 sqft",3,4,22 Thousand
1883,"Gandaria, Sutrapur, Dhaka",500 sqft,2,1,10.5 Thousand
1884,"Baridhara, Dhaka","1,500 sqft",2,3,1.15 Lakh
1885,"Baridhara, Dhaka","3,000 sqft",3,4,2.15 Lakh
1886,"Mirpur, Dhaka",600 sqft,2,1,10 Thousand
1887,"Block D, Bashundhara R-A, Dhaka","1,550 sqft",3,4,36 Thousand
1888,"Sector 12, Uttara, Dhaka","1,500 sqft",3,3,25 Thousand
1889,"Mohammadpur, Dhaka","1,250 sqft",3,3,28 Thousand
1890,"Block G, Bashundhara R-A, Dhaka","2,250 sqft",3,3,70 Thousand
1891,"Mugdapara, Dhaka","1,360 sqft",3,3,20.6 Thousand
1892,"Block G, Bashundhara R-A, Dhaka","1,510 sqft",3,3,30 Thousand
1893,"Block D, Banasree, Dhaka","1,100 sqft",3,3,17.51 Thousand
1894,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1895,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1896,"Baridhara, Dhaka","3,200 sqft",4,4,2 Lakh
1897,"New Eskaton, Eskaton, Dhaka","1,200 sqft",3,3,24 Thousand
1898,"Eskaton, Dhaka","1,890 sqft",3,4,40 Thousand
1899,"Mugdapara, Dhaka","1,365 sqft",3,3,20.6 Thousand
1900,"Sector 4, Uttara, Dhaka","1,700 sqft",3,4,35 Thousand
1901,"Tejgaon, Dhaka","2,335 sqft",4,5,45 Thousand
1902,"Sector 9, Uttara, Dhaka","1,800 sqft",3,3,35 Thousand
1903,"Lalmatia, Dhaka","1,200 sqft",3,3,35 Thousand
1904,"Sector 12, Uttara, Dhaka","1,800 sqft",3,3,25 Thousand
1905,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,250 sqft",3,3,20 Thousand
1906,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,050 sqft",3,2,16 Thousand
1907,"Baridhara DOHS, Dhaka","2,600 sqft",4,4,65 Thousand
1908,"Baridhara, Dhaka","3,300 sqft",4,4,1.5 Lakh
1909,"Sector 9, Uttara, Dhaka",900 sqft,2,2,30 Thousand
1910,"Gulshan 2, Gulshan, Dhaka","1,800 sqft",2,2,85 Thousand
1911,"Gulshan 2, Gulshan, Dhaka","2,200 sqft",3,3,70 Thousand
1912,"Eskaton, Dhaka","1,600 sqft",3,3,40 Thousand
1913,"Block J, Bashundhara R-A, Dhaka","1,200 sqft",3,3,25 Thousand
1914,"Gulshan 1, Gulshan, Dhaka","2,720 sqft",3,3,80 Thousand
1915,"Sector 1, Uttara, Dhaka","1,500 sqft",3,3,30 Thousand
1916,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1917,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1918,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1919,"Nayatola, Maghbazar, Dhaka",900 sqft,2,2,19 Thousand
1920,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",900 sqft,2,3,16 Thousand
1921,"Block C, Section 2, Mirpur, Dhaka","1,612 sqft",3,4,25 Thousand
1922,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
1923,"Banani, Dhaka","2,460 sqft",3,4,90 Thousand
1924,"Banani, Dhaka","2,460 sqft",3,4,90 Thousand
1925,"Sector 9, Uttara, Dhaka",900 sqft,2,2,25 Thousand
1926,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1927,"Mirpur, Dhaka",800 sqft,2,2,12 Thousand
1928,"Baridhara DOHS, Dhaka","1,320 sqft",3,3,35 Thousand
1929,"Block C, Bashundhara R-A, Dhaka","1,806 sqft",3,3,30 Thousand
1930,"Sector 9, Uttara, Dhaka","1,300 sqft",2,2,40 Thousand
1931,"Block B, Bashundhara R-A, Dhaka","2,000 sqft",4,4,35 Thousand
1932,"Sector 13, Uttara, Dhaka","1,400 sqft",3,3,20 Thousand
1933,"Block H, Bashundhara R-A, Dhaka","1,600 sqft",3,3,26 Thousand
1934,"Sector 5, Uttara, Dhaka","1,650 sqft",3,3,25 Thousand
1935,"Mirpur, Dhaka",400 sqft,1,1,8 Thousand
1936,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
1937,"East Shewrapara, Mirpur, Dhaka",500 sqft,1,1,10 Thousand
1938,"Block A, Bashundhara R-A, Dhaka","2,225 sqft",4,3,45 Thousand
1939,"Rayer Bazaar, Hazaribag, Dhaka",750 sqft,2,2,14 Thousand
1940,"Block I, Bashundhara R-A, Dhaka","1,300 sqft",2,2,50 Thousand
1941,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",3,3,65 Thousand
1942,"Block F, Bashundhara R-A, Dhaka","1,550 sqft",3,4,22 Thousand
1943,"Block C, Bashundhara R-A, Dhaka","2,300 sqft",3,4,35 Thousand
1944,"Block C, Bashundhara R-A, Dhaka","2,500 sqft",3,3,45 Thousand
1945,"Avenue 12, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,30 Thousand
1946,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",820 sqft,3,2,16 Thousand
1947,"Sector 11, Uttara, Dhaka","1,400 sqft",3,3,25 Thousand
1948,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,350 sqft",3,3,18 Thousand
1949,"Dhanmondi, Dhaka","1,700 sqft",3,3,40 Thousand
1950,"Eskaton, Dhaka","1,700 sqft",3,3,30 Thousand
1951,"Block B, Section 2, Mirpur, Dhaka","1,290 sqft",3,3,25 Thousand
1952,"Kafrul, Dhaka",850 sqft,2,1,14 Thousand
1953,"Block B, Bashundhara R-A, Dhaka","2,300 sqft",3,3,40 Thousand
1954,"Sector 14, Uttara, Dhaka","2,000 sqft",4,4,30 Thousand
1955,"Baridhara, Dhaka","2,700 sqft",3,3,1.1 Lakh
1956,"Dhanmondi, Dhaka","2,100 sqft",3,4,55 Thousand
1957,"Block C, Section 2, Mirpur, Dhaka","1,612 sqft",3,4,25 Thousand
1958,"Sector 11, Uttara, Dhaka","2,500 sqft",4,4,50 Thousand
1959,"Dhanmondi, Dhaka","1,650 sqft",3,3,45 Thousand
1960,"Baridhara, Dhaka","3,200 sqft",4,4,2 Lakh
1961,"Block H, Bashundhara R-A, Dhaka","2,200 sqft",3,3,50 Thousand
1962,"Sector 2, Block E, Aftab Nagar, Dhaka","1,700 sqft",3,3,32 Thousand
1963,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",2,4,2 Lakh
1964,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
1965,"Sector 11, Uttara, Dhaka","1,500 sqft",4,3,40 Thousand
1966,"Sector 11, Uttara, Dhaka","1,500 sqft",4,3,40 Thousand
1967,"Sector 11, Uttara, Dhaka","1,500 sqft",4,4,40 Thousand
1968,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",4,4,1.35 Lakh
1969,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
1970,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,18 Thousand
1971,"Sector 4, Uttara, Dhaka","2,500 sqft",3,3,35 Thousand
1972,"Block A, Bashundhara R-A, Dhaka","1,300 sqft",3,3,35 Thousand
1973,"Block F, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
1974,"PC Culture Housing, Mohammadpur, Dhaka","1,200 sqft",3,3,18 Thousand
1975,"Baridhara, Dhaka","2,700 sqft",3,3,1.4 Lakh
1976,"Sector 12, Uttara, Dhaka","1,600 sqft",3,3,35 Thousand
1977,"Block I, Bashundhara R-A, Dhaka","2,250 sqft",3,4,30 Thousand
1978,"Baridhara DOHS, Dhaka","1,500 sqft",3,3,57 Thousand
1979,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
1980,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
1981,"Block B, Bashundhara R-A, Dhaka","1,600 sqft",3,3,28 Thousand
1982,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,30 Thousand
1983,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1984,"Block J, Bashundhara R-A, Dhaka","1,800 sqft",3,4,30 Thousand
1985,"Baridhara DOHS, Dhaka","1,320 sqft",3,3,35 Thousand
1986,"Block K, Baridhara, Dhaka","2,800 sqft",4,4,1.2 Lakh
1987,"Block H, Bashundhara R-A, Dhaka","2,200 sqft",4,4,50 Thousand
1988,"Mirpur, Dhaka",600 sqft,2,1,10 Thousand
1989,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",4,4,35 Thousand
1990,"Sector 9, Uttara, Dhaka","2,000 sqft",3,3,35 Thousand
1991,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,25 Thousand
1992,"Block D, Bashundhara R-A, Dhaka","2,315 sqft",3,4,40 Thousand
1993,"Block C, Bashundhara R-A, Dhaka","1,765 sqft",3,3,35 Thousand
1994,"Baridhara, Dhaka","3,200 sqft",4,4,2 Lakh
1995,"Block F, Bashundhara R-A, Dhaka","2,700 sqft",4,5,39 Thousand
1996,"Monipuripara, Tejgaon, Dhaka","1,600 sqft",3,4,45.5 Thousand
1997,"Dolipara, Uttara, Dhaka","1,800 sqft",5,5,35 Thousand
1998,"Sector 3, Uttara, Dhaka","1,350 sqft",3,3,25 Thousand
1999,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
2000,"Sector 4, Uttara, Dhaka","1,600 sqft",3,4,80 Thousand
2001,"Block A, Bashundhara R-A, Dhaka","1,911 sqft",3,4,35 Thousand
2002,"Mirpur, Dhaka",750 sqft,2,2,11 Thousand
2003,"Kajla, Jatra Bari, Dhaka",800 sqft,3,2,15 Thousand
2004,"Gulshan 1, Gulshan, Dhaka","3,200 sqft",3,3,1.4 Lakh
2005,"Banani, Dhaka","3,000 sqft",4,5,60 Thousand
2006,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",950 sqft,2,2,10 Thousand
2007,"Block D, Bashundhara R-A, Dhaka","2,200 sqft",4,4,40 Thousand
2008,"East Bashabo, Bashabo, Dhaka",700 sqft,2,1,8.5 Thousand
2009,"Block B, Bashundhara R-A, Dhaka","1,950 sqft",3,4,35 Thousand
2010,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
2011,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,3,40 Thousand
2012,"Sector 3, Uttara, Dhaka","1,850 sqft",3,4,65 Thousand
2013,"Block D, Niketan, Dhaka","1,560 sqft",3,4,50 Thousand
2014,"Gulshan 1, Gulshan, Dhaka","2,200 sqft",3,3,60 Thousand
2015,"Sector 3, Uttara, Dhaka","1,663 sqft",3,3,35 Thousand
2016,"Block B, Bashundhara R-A, Dhaka","1,550 sqft",3,3,24 Thousand
2017,"Nikunja 1, Nikunja, Dhaka","1,750 sqft",4,4,70 Thousand
2018,"Dhanmondi, Dhaka","1,600 sqft",3,3,45 Thousand
2019,"Block D, Bashundhara R-A, Dhaka","1,100 sqft",2,2,45 Thousand
2020,"Sector 10, Uttara, Dhaka","1,300 sqft",3,3,20 Thousand
2021,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,30 Thousand
2022,"Lalbagh, Dhaka","1,100 sqft",3,3,25 Thousand
2023,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
2024,"Mohammadpur, Dhaka","2,700 sqft",3,3,60 Thousand
2025,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",820 sqft,3,2,16 Thousand
2026,"Baridhara DOHS, Dhaka","1,320 sqft",3,3,35 Thousand
2027,"Gulshan 2, Gulshan, Dhaka","2,250 sqft",3,3,1.1 Lakh
2028,"Baridhara, Dhaka","1,800 sqft",2,2,1.2 Lakh
2029,"Block C, Bashundhara R-A, Dhaka","1,900 sqft",3,4,35 Thousand
2030,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,2,25 Thousand
2031,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
2032,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
2033,"Malibagh, Dhaka","1,200 sqft",3,3,27 Thousand
